customer_id,signup_date,region
320,2023-10-13,East
321,2023-04-07,North
322,2023-10-11,North
323,2023-11-13,West
324,2023-10-31,West
325,2023-05-27,East
326,2023-01-04,South
327,2023-02-04,South
328,2023-07-11,West
329,2023-02-18,East
330,2023-01-17,West
331,2023-06-21,South
332,2023-08-08,West
333,2023-06-07,South
334,2023-02-15,South
335,2023-01-06,South
336,2023-04-09,North
337,2023-08-21,North
338,2023-02-06,West
339,2023-10-07,South
340,2023-12-15,North
341,2023-10-29,West
342,2023-06-30,West
343,2023-04-05,West
344,2023-04-09,West
345,2023-07-07,West
346,2023-04-26,East
347,2023-07-10,South
348,2023-09-10,West
349,2023-06-10,East
350,2023-09-13,South
351,2023-11-19,North
352,2023-05-08,West
353,2023-01-18,East
354,2023-10-08,North
355,2023-08-11,East
356,2023-02-23,South
357,2023-02-27,South
358,2023-11-19,North
359,2023-12-26,East
360,2023-06-23,West
361,2023-10-07,West
362,2023-04-24,North
363,2023-10-15,North
364,2023-12-08,North
365,2023-05-31,East
366,2023-05-07,West
367,2023-06-04,West
368,2023-09-30,West
369,2023-04-14,North
370,2023-10-26,West
371,2023-09-03,South
372,2023-06-25,North
373,2023-02-08,West
374,2023-06-19,East
375,2023-09-04,North
376,2023-01-26,South
377,2023-12-21,South
378,2023-11-02,East
379,2023-01-13,East
380,2023-11-12,North
381,2023-11-09,North
382,2023-02-05,South
383,2023-06-22,East
384,2023-01-20,North
385,2023-11-17,South
386,2023-09-21,East
387,2023-05-22,South
388,2023-05-23,West
389,2023-04-02,East
390,2023-12-20,North
391,2023-11-18,North
392,2023-10-15,West
393,2023-08-03,East
394,2023-12-08,South
395,2023-02-20,North
396,2023-06-02,West
397,2023-07-05,West
398,2023-03-04,East
399,2023-07-09,East
400,2023-05-05,North
401,2023-05-30,West
402,2023-11-10,South
403,2023-02-27,West
404,2023-12-08,South
405,2023-11-01,South
406,2023-06-29,North
407,2023-06-19,West
408,2023-11-22,South
409,2023-09-28,East
410,2023-02-23,South
411,2023-04-11,East
412,2023-09-21,East
413,2023-02-22,West
414,2023-03-01,East
415,2023-04-18,South
416,2023-01-05,East
417,2023-04-13,West
418,2023-07-15,North
419,2023-09-19,South
420,2023-12-31,South
421,2023-12-16,West
422,2023-02-16,West
423,2023-12-21,West
424,2023-11-07,West
425,2023-11-04,South
426,2023-05-24,North
427,2023-09-26,East
428,2023-05-04,East
429,2023-04-16,North
430,2023-06-07,North
431,2023-05-27,North
432,2023-05-25,West
433,2023-04-30,South
434,2023-11-15,South
435,2023-10-02,South
436,2023-04-02,West
437,2023-02-27,South
438,2023-12-12,West
439,2023-08-17,South
440,2023-04-27,North
441,2023-11-14,East
442,2023-10-06,East
443,2023-05-07,West
444,2023-05-09,South
445,2023-02-27,East
446,2023-05-02,North
447,2023-01-01,North
448,2023-08-27,North
449,2023-10-17,West
450,2023-04-06,West
451,2023-05-06,South
452,2023-04-28,North
453,2023-02-17,South
454,2023-03-30,South
455,2023-08-25,North
456,2023-09-29,South
457,2023-07-08,East
458,2023-07-11,West
459,2023-03-10,South
460,2023-10-05,North
461,2023-12-15,West
462,2023-09-04,West
463,2023-03-17,South
464,2023-06-03,East
465,2023-05-24,South
466,2023-03-27,East
467,2023-07-04,West
468,2023-10-12,South
469,2023-08-08,North
470,2023-03-10,South
471,2023-02-16,East
472,2023-04-04,East
473,2023-08-26,South
474,2023-07-23,East
475,2023-08-06,West
476,2023-12-07,South
477,2023-02-08,East
478,2023-04-10,South
479,2023-10-16,South
480,2023-09-11,North
481,2023-08-10,South
482,2023-12-23,North
483,2023-01-23,East
484,2023-09-07,North
485,2023-01-10,North
486,2023-09-03,North
487,2023-11-21,West
488,2023-04-10,North
489,2023-10-17,South
490,2023-06-29,North
491,2023-08-11,South
492,2023-09-07,North
493,2023-05-27,West
494,2023-04-06,East
495,2023-09-14,North
496,2023-11-21,North
497,2023-01-04,West
498,2023-01-16,North
499,2023-10-07,South
500,2023-12-02,North
501,2023-09-04,North
502,2023-09-15,East
503,2023-06-09,East
504,2023-12-06,North
505,2023-06-01,West
506,2023-06-27,East
507,2023-06-12,North
508,2023-02-02,East
509,2023-06-28,North
510,2023-04-11,East
511,2023-09-25,East
512,2023-11-19,South
513,2023-03-06,North
514,2023-06-17,North
515,2023-11-26,North
516,2023-02-12,North
517,2023-02-13,East
518,2023-10-12,South
519,2023-01-12,South
520,2023-04-05,West
521,2023-10-29,North
522,2023-09-10,West
523,2023-08-30,East
524,2023-02-04,West
525,2023-08-03,North
526,2023-12-03,South
527,2023-03-31,South
528,2023-09-21,North
529,2023-04-03,East
530,2023-03-31,North
531,2023-04-25,East
532,2023-04-15,South
533,2023-07-15,East
534,2023-11-10,North
535,2023-04-24,North
536,2023-03-16,North
537,2023-08-05,East
538,2023-10-04,East
539,2023-09-06,East
540,2023-06-13,South
541,2023-12-23,West
542,2023-07-11,West
543,2023-08-15,North
544,2023-06-26,South
545,2023-04-09,East
546,2023-02-05,North
547,2023-04-06,South
548,2023-06-01,North
549,2023-05-31,South
550,2023-07-09,South
551,2023-08-12,West
552,2023-02-06,North
553,2023-09-25,East
554,2023-07-02,West
555,2023-01-13,West
556,2023-10-06,East
557,2023-08-05,South
558,2023-12-21,East
559,2023-12-27,North
560,2023-10-13,East
561,2023-09-30,South
562,2023-03-03,East
563,2023-03-25,South
564,2023-08-05,South
565,2023-12-08,North
566,2023-07-06,East
567,2023-01-19,East
568,2023-06-26,North
569,2023-04-10,South
570,2023-08-21,East
571,2023-03-17,North
572,2023-09-22,South
573,2023-10-11,North
574,2023-07-25,East
575,2023-08-11,North
576,2023-02-21,West
577,2023-12-05,South
578,2023-05-24,West
579,2023-03-10,West
580,2023-04-09,South
581,2023-01-25,South
582,2023-02-22,North
583,2023-05-31,South
584,2023-05-24,West
585,2023-02-26,West
586,2023-02-08,East
587,2023-04-19,South
588,2023-06-30,West
589,2023-02-11,East
590,2023-07-05,East
591,2023-08-11,North
592,2023-05-02,West
593,2023-05-13,North
594,2023-06-12,West
595,2023-08-03,North
596,2023-08-09,North
597,2023-08-23,South
598,2023-11-27,North
599,2023-05-26,South
600,2023-08-27,East
601,2023-03-17,West
602,2023-01-09,East
603,2023-03-15,West
604,2023-09-10,East
605,2023-08-18,West
606,2023-01-07,North
607,2023-06-23,West
608,2023-05-21,West
609,2023-06-17,East
610,2023-06-19,East
611,2023-10-10,East
612,2023-05-02,South
613,2023-07-13,South
614,2023-01-05,West
615,2023-01-29,West
616,2023-06-14,North
617,2023-12-05,North
618,2023-05-16,West
619,2023-12-31,South
620,2023-11-17,West
621,2023-12-08,North
622,2023-05-25,South
623,2023-11-23,South
624,2023-08-05,North
625,2023-10-28,West
626,2023-05-12,East
627,2023-10-19,West
628,2023-03-11,West
629,2023-09-09,North
630,2023-10-02,South
631,2023-12-30,North
632,2023-07-01,West
633,2023-06-16,East
634,2023-04-01,East
635,2023-07-21,East
636,2023-12-12,North
637,2023-01-19,South
638,2023-02-08,North
639,2023-05-06,East
640,2023-06-22,West
641,2023-05-21,South
642,2023-08-30,North
643,2023-08-08,North
644,2023-05-06,South
645,2023-02-27,South
646,2023-05-28,West
647,2023-11-13,South
648,2023-12-27,West
649,2023-01-01,East
650,2023-12-14,East
651,2023-07-09,North
652,2023-07-10,East
653,2023-11-08,East
654,2023-04-27,West
655,2023-05-14,North
656,2023-02-27,South
657,2023-02-13,North
658,2023-06-22,East
659,2023-06-09,South
660,2023-06-22,North
661,2023-11-13,North
662,2023-10-30,North
663,2023-05-29,North
664,2023-03-21,West
665,2023-08-01,North
666,2023-07-22,East
667,2023-09-09,East
668,2023-08-17,West
669,2023-06-13,South
670,2023-08-15,South
671,2023-05-27,East
672,2023-01-20,East
673,2023-02-16,West
674,2023-08-21,South
675,2023-11-01,South
676,2023-01-14,North
677,2023-05-23,North
678,2023-01-01,North
679,2023-02-23,West
680,2023-09-16,East
681,2023-05-24,West
682,2023-01-12,South
683,2023-11-26,East
684,2023-08-12,North
685,2023-09-29,West
686,2023-12-24,West
687,2023-06-05,North
688,2023-01-08,West
689,2023-05-02,North
690,2023-12-14,South
691,2023-06-13,East
692,2023-03-31,South
693,2023-05-16,South
694,2023-07-05,North
695,2023-11-12,West
696,2023-06-27,South
697,2023-01-28,South
698,2023-08-08,South
699,2023-12-23,West
700,2023-02-10,West
701,2023-08-16,North
702,2023-07-11,South
703,2023-05-25,East
704,2023-07-20,West
705,2023-07-31,North
706,2023-08-08,South
707,2023-08-28,East
708,2023-02-15,West
709,2023-02-04,East
710,2023-09-10,West
711,2023-03-23,North
712,2023-09-13,East
713,2023-07-16,South
714,2023-10-30,South
715,2023-01-10,West
716,2023-11-08,South
717,2023-10-13,East
718,2023-08-30,North
719,2023-09-08,West
720,2023-12-31,East
721,2023-01-05,West
722,2023-04-29,North
723,2023-10-16,West
724,2023-03-06,South
725,2023-05-26,South
726,2023-08-12,West
727,2023-08-27,North
728,2023-06-26,North
729,2023-09-24,South
730,2023-12-07,North
731,2023-10-09,West
732,2023-03-04,East
733,2023-08-05,West
734,2023-12-08,South
735,2023-11-11,South
736,2023-10-10,South
737,2023-06-26,North
738,2023-04-08,West
739,2023-04-15,East
740,2023-04-09,West
741,2023-11-07,East
742,2023-01-06,West
743,2023-07-16,South
744,2023-12-17,East
745,2023-05-13,West
746,2023-12-24,North
747,2023-09-16,North
748,2023-01-23,West
749,2023-02-22,South
750,2023-06-14,East
751,2023-07-21,West
752,2023-03-24,North
753,2023-05-25,East
754,2023-03-26,North
755,2023-03-19,North
756,2023-01-01,West
757,2023-02-20,North
758,2023-06-22,East
759,2023-07-24,South
760,2023-09-17,West
761,2023-10-15,East
762,2023-02-03,West
763,2023-12-14,North
764,2023-04-05,North
765,2023-03-13,East
766,2023-02-08,East
767,2023-06-03,South
768,2023-09-07,East
769,2023-06-11,East
770,2023-04-28,West
771,2023-09-16,North
772,2023-11-02,East
773,2023-09-25,South
774,2023-02-23,East
775,2023-08-24,North
776,2023-08-10,East
777,2023-09-08,West
778,2023-11-09,North
779,2023-04-22,East
780,2023-09-12,West
781,2023-10-30,North
782,2023-07-26,East
783,2023-08-17,West
784,2023-12-07,South
785,2023-03-07,West
786,2023-03-16,South
787,2023-04-13,East
788,2023-07-11,West
789,2023-09-09,South
790,2023-08-14,North
791,2023-10-21,West
792,2023-11-02,East
793,2023-04-08,North
794,2023-12-04,South
795,2023-10-13,West
796,2023-12-01,West
797,2023-12-13,East
798,2023-11-04,North
799,2023-09-06,West
800,2023-06-15,West
801,2023-12-01,North
802,2023-01-30,West
803,2023-09-04,North
804,2023-04-16,North
805,2023-02-20,North
806,2023-03-22,East
807,2023-05-13,North
808,2023-10-12,North
809,2023-05-18,South
810,2023-07-03,South
811,2023-11-26,East
812,2023-09-30,North
813,2023-12-06,South
814,2023-03-10,South
815,2023-02-03,West
816,2023-09-19,North
817,2023-02-22,South
818,2023-07-24,East
819,2023-05-06,West
820,2023-08-23,West
821,2023-02-12,North
822,2023-08-28,North
823,2023-04-21,West
824,2023-09-06,East
825,2023-05-31,North
826,2023-07-02,North
827,2023-12-02,West
828,2023-04-05,West
829,2023-01-08,North
830,2023-12-26,South
831,2023-07-03,North
832,2023-10-08,South
833,2023-07-14,West
834,2023-12-18,South
835,2023-07-14,East
836,2023-06-04,West
837,2023-04-03,North
838,2023-06-09,North
839,2023-03-02,West
840,2023-05-02,West
841,2023-02-20,East
842,2023-10-04,West
843,2023-01-05,North
844,2023-04-02,East
845,2023-06-19,North
846,2023-11-13,South
847,2023-01-22,West
848,2023-11-22,South
849,2023-01-01,North
850,2023-05-13,South
851,2023-08-21,South
852,2023-01-12,North
853,2023-12-12,North
854,2023-02-15,West
855,2023-02-03,South
856,2023-03-19,East
857,2023-08-06,East
858,2023-10-28,North
859,2023-03-14,North
860,2023-10-09,South
861,2023-09-06,North
862,2023-02-16,East
863,2023-05-01,West
864,2023-08-02,West
865,2023-08-27,South
866,2023-02-25,West
867,2023-12-16,North
868,2023-04-17,North
869,2023-11-15,North
870,2023-02-17,North
871,2023-03-02,South
872,2023-12-03,West
873,2023-01-26,East
874,2023-10-19,West
875,2023-09-14,North
876,2023-01-08,East
877,2023-04-23,South
878,2023-12-21,North
879,2023-09-10,North
880,2023-06-29,East
881,2023-07-26,South
882,2023-10-30,East
883,2023-05-07,South
884,2023-02-25,North
885,2023-08-02,West
886,2023-01-14,North
887,2023-01-28,West
888,2023-03-19,West
889,2023-08-04,South
890,2023-12-31,East
891,2023-06-03,South
892,2023-01-14,North
893,2023-07-06,East
894,2023-11-08,West
895,2023-01-07,West
896,2023-01-03,North
897,2023-04-21,East
898,2023-08-26,North
899,2023-12-29,North
900,2023-08-27,South
901,2023-10-01,North
902,2023-10-21,East
903,2023-08-15,North
904,2023-01-15,East
905,2023-07-11,West
906,2023-04-29,North
907,2023-01-28,East
908,2023-07-21,West
909,2023-02-08,East
910,2023-09-30,West
911,2023-08-19,South
912,2023-03-27,North
913,2023-05-06,North
914,2023-10-27,West
915,2023-01-25,South
916,2023-05-25,East
917,2023-01-13,South
918,2023-07-31,East
919,2023-01-25,East
920,2023-03-09,North
921,2023-03-08,West
922,2023-08-21,North
923,2023-04-19,North
924,2023-05-26,North
925,2023-04-21,East
926,2023-08-16,North
927,2023-04-21,East
928,2023-02-03,West
929,2023-04-21,East
930,2023-09-21,East
931,2023-08-24,South
932,2023-03-24,North
933,2023-02-11,North
934,2023-04-11,North
935,2023-01-06,North
936,2023-06-29,South
937,2023-10-09,South
938,2023-11-16,South
939,2023-08-14,South
940,2023-11-11,North
941,2023-12-31,East
942,2023-08-17,West
943,2023-10-16,South
944,2023-05-30,East
945,2023-10-04,South
946,2023-07-17,North
947,2023-03-11,North
948,2023-04-22,East
949,2023-01-04,East
950,2023-12-16,East
951,2023-11-27,North
952,2023-11-14,North
953,2023-12-16,West
954,2023-04-05,East
955,2023-06-01,West
956,2023-11-07,South
957,2023-05-17,West
958,2023-09-04,South
959,2023-08-31,South
960,2023-01-31,West
961,2023-02-09,East
962,2023-08-17,South
963,2023-02-05,East
964,2023-08-11,North
965,2023-01-06,South
966,2023-11-18,North
967,2023-08-08,West
968,2023-03-16,East
969,2023-01-04,West
970,2023-12-01,South
971,2023-05-14,North
972,2023-04-28,South
973,2023-04-04,West
974,2023-03-03,East
975,2023-07-13,East
976,2023-12-01,South
977,2023-07-22,South
978,2023-01-26,North
979,2023-06-22,West
980,2023-10-27,South
981,2023-05-13,North
982,2023-11-22,South
983,2023-04-28,East
984,2023-11-20,North
985,2023-10-02,North
986,2023-07-31,South
987,2023-08-13,West
988,2023-01-20,East
989,2023-04-23,West
990,2023-05-20,North
991,2023-02-16,West
992,2023-01-01,North
993,2023-03-31,West
994,2023-05-22,South
995,2023-11-16,West
996,2023-02-07,North
997,2023-10-20,East
998,2023-05-19,East
999,2023-12-22,East
1000,2023-11-29,North
1001,2023-09-16,West
1002,2023-06-10,East
1003,2023-06-27,East
1004,2023-01-10,East
1005,2023-09-18,South
1006,2023-05-18,North
1007,2023-06-21,North
1008,2023-01-13,North
1009,2023-06-17,North
1010,2023-05-10,North
1011,2023-03-25,South
1012,2023-11-17,West
1013,2023-11-15,South
1014,2023-04-11,East
1015,2023-11-25,South
1016,2023-09-30,North
1017,2023-09-22,South
1018,2023-02-07,North
1019,2023-04-04,South
1020,2023-04-05,North
1021,2023-11-01,East
1022,2023-03-10,North
1023,2023-11-14,South
1024,2023-08-24,East
1025,2023-11-30,South
1026,2023-05-17,East
1027,2023-03-17,West
1028,2023-02-04,West
1029,2023-01-01,West
1030,2023-10-23,South
1031,2023-11-16,South
1032,2023-03-01,East
1033,2023-11-16,East
1034,2023-12-15,East
1035,2023-11-24,East
1036,2023-09-24,North
1037,2023-12-27,West
1038,2023-08-17,North
1039,2023-09-27,North
1040,2023-11-12,North
1041,2023-10-13,North
1042,2023-10-18,West
1043,2023-08-01,North
1044,2023-06-14,East
1045,2023-01-05,South
1046,2023-12-05,East
1047,2023-03-19,South
1048,2023-03-03,East
1049,2023-05-12,East
1050,2023-03-30,South
1051,2023-08-25,West
1052,2023-02-11,North
1053,2023-03-30,East
1054,2023-10-23,West
1055,2023-11-24,North
1056,2023-10-22,West
1057,2023-04-14,West
1058,2023-01-14,North
1059,2023-10-15,East
1060,2023-06-28,West
1061,2023-05-05,East
1062,2023-12-19,East
1063,2023-01-23,East
1064,2023-03-04,North
1065,2023-05-23,South
1066,2023-06-02,East
1067,2023-05-25,South
1068,2023-08-13,South
1069,2023-11-05,West
1070,2023-04-14,East
1071,2023-04-14,East
1072,2023-02-08,East
1073,2023-07-17,South
1074,2023-05-14,North
1075,2023-03-08,South
1076,2023-06-28,East
1077,2023-02-11,East
1078,2023-01-15,East
1079,2023-04-21,South
1080,2023-06-06,East
1081,2023-10-16,West
1082,2023-08-19,East
1083,2023-06-06,North
1084,2023-02-07,West
1085,2023-04-07,East
1086,2023-10-16,West
1087,2023-09-11,East
1088,2023-07-15,North
1089,2023-03-27,East
1090,2023-11-18,West
1091,2023-01-10,North
1092,2023-01-05,South
1093,2023-05-03,North
1094,2023-11-26,North
1095,2023-12-19,North
1096,2023-04-28,West
1097,2023-10-21,North
1098,2023-06-08,East
1099,2023-10-30,North
1100,2023-08-16,North
1101,2023-12-31,East
1102,2023-08-04,East
1103,2023-07-03,South
1104,2023-01-15,North
1105,2023-06-06,West
1106,2023-05-16,North
1107,2023-09-18,North
1108,2023-06-06,East
1109,2023-02-16,South
1110,2023-11-20,North
1111,2023-11-28,West
1112,2023-06-22,North
1113,2023-05-10,West
1114,2023-04-05,East
1115,2023-04-25,South
1116,2023-08-31,North
1117,2023-10-19,South
1118,2023-10-09,North
1119,2023-10-26,West
1120,2023-10-10,South
1121,2023-03-10,North
1122,2023-05-28,East
1123,2023-01-11,West
1124,2023-09-11,South
1125,2023-11-26,North
1126,2023-12-26,South
1127,2023-02-07,North
1128,2023-05-14,West
1129,2023-07-19,East
1130,2023-01-23,West
1131,2023-10-30,South
1132,2023-12-12,South
1133,2023-10-29,North
1134,2023-12-29,West
1135,2023-08-06,North
1136,2023-05-21,West
1137,2023-04-14,South
1138,2023-07-29,North
1139,2023-04-21,North
1140,2023-04-14,West
1141,2023-11-12,East
1142,2023-06-20,West
1143,2023-12-22,East
1144,2023-11-20,West
1145,2023-05-13,South
1146,2023-10-20,North
1147,2023-11-24,West
1148,2023-05-07,South
1149,2023-04-16,West
1150,2023-04-02,North
1151,2023-10-14,West
1152,2023-02-20,East
1153,2023-01-29,North
1154,2023-10-23,East
1155,2023-10-24,South
1156,2023-08-02,South
1157,2023-09-24,West
1158,2023-09-14,East
1159,2023-10-29,East
1160,2023-04-11,North
1161,2023-12-12,East
1162,2023-04-20,East
1163,2023-07-01,North
1164,2023-11-09,North
1165,2023-01-01,East
1166,2023-11-15,West
1167,2023-02-24,North
1168,2023-05-29,North
1169,2023-11-05,East
1170,2023-05-17,East
1171,2023-07-21,North
1172,2023-11-09,East
1173,2023-04-27,North
1174,2023-06-03,West
1175,2023-10-18,West
1176,2023-03-04,North
1177,2023-09-01,North
1178,2023-01-25,South
1179,2023-03-31,South
1180,2023-03-16,East
1181,2023-10-21,East
1182,2023-07-29,North
1183,2023-12-13,North
1184,2023-01-17,South
1185,2023-05-08,South
1186,2023-12-30,North
1187,2023-09-08,West
1188,2023-06-28,West
1189,2023-07-01,East
1190,2023-06-01,North
1191,2023-01-25,North
1192,2023-06-29,East
1193,2023-07-17,South
1194,2023-12-10,South
1195,2023-06-10,West
1196,2023-06-26,North
1197,2023-10-12,South
1198,2023-03-04,West
1199,2023-05-30,West
1200,2023-06-03,West
1201,2023-06-05,South
1202,2023-02-18,South
1203,2023-12-03,North
1204,2023-03-25,North
1205,2023-12-27,West
1206,2023-06-26,West
1207,2023-05-28,South
1208,2023-04-28,South
1209,2023-12-08,North
1210,2023-03-04,North
1211,2023-07-08,East
1212,2023-12-26,North
1213,2023-02-18,South
1214,2023-11-23,West
1215,2023-09-14,East
1216,2023-08-12,North
1217,2023-05-21,North
1218,2023-08-03,South
1219,2023-07-30,East
1220,2023-11-14,North
1221,2023-02-01,West
1222,2023-06-07,South
1223,2023-10-12,East
1224,2023-11-01,North
1225,2023-10-13,North
1226,2023-05-24,East
1227,2023-01-19,South
1228,2023-01-18,East
1229,2023-09-14,East
1230,2023-03-19,South
1231,2023-06-24,North
1232,2023-07-13,West
1233,2023-04-23,South
1234,2023-04-24,West
1235,2023-08-10,North
1236,2023-06-15,East
1237,2023-11-15,West
1238,2023-05-12,North
1239,2023-09-21,North
1240,2023-02-24,East
1241,2023-12-25,East
1242,2023-05-11,North
1243,2023-10-15,North
1244,2023-09-23,West
1245,2023-06-11,North
1246,2023-03-28,North
1247,2023-02-24,West
