order_id,customer_id,order_date,revenue
10112,8521,2024-02-08,883
10113,8962,2024-03-10,1330
10114,2040,2024-03-26,1411
10115,8173,2024-03-13,1424
10116,5862,2024-01-04,1204
10117,4324,2024-03-05,1477
10118,2861,2024-02-04,1345
10119,7166,2024-02-26,1049
10120,4672,2024-03-17,1005
10121,415,2024-02-04,1710
10122,7193,2024-02-12,1819
10123,9657,2024-01-14,431
10124,931,2024-02-29,564
10125,8113,2024-01-22,341
10126,2926,2024-03-11,1873
10127,5470,2024-03-28,1652
10128,3300,2024-03-27,555
10129,8584,2024-01-03,1611
10130,8773,2024-03-09,1955
10131,9440,2024-01-24,262
10132,3124,2024-01-31,1204
10133,1211,2024-03-29,1801
10134,5430,2024-03-24,721
10135,8183,2024-03-17,1519
10136,7414,2024-01-06,1174
10137,4732,2024-02-01,604
10138,9265,2024-02-26,692
10139,1477,2024-03-13,1982
10140,8033,2024-02-04,1812
10141,3021,2024-03-27,1378
10142,6067,2024-03-01,1439
10143,6360,2024-03-27,840
10144,8110,2024-03-28,319
10145,6006,2024-03-16,457
10146,9239,2024-01-18,758
10147,959,2024-03-13,1778
10148,8259,2024-02-14,1551
10149,9089,2024-03-06,1985
10150,8351,2024-01-31,889
10151,9051,2024-01-18,437
10152,2079,2024-03-30,1136
10153,5420,2024-01-14,1343
10154,3371,2024-01-26,640
10155,498,2024-02-05,925
10156,8655,2024-01-23,1506
10157,1151,2024-02-26,1477
10158,4082,2024-01-11,635
10159,2672,2024-02-18,1255
10160,6346,2024-02-14,1861
10161,5927,2024-03-15,1813
10162,5657,2024-02-07,528
10163,7001,2024-02-06,1836
10164,6627,2024-01-31,441
10165,4546,2024-02-24,333
10166,7045,2024-03-18,1567
10167,5548,2024-03-19,1924
10168,968,2024-03-18,736
10169,8678,2024-02-02,1138
10170,3631,2024-03-17,676
10171,6453,2024-01-21,1834
10172,4301,2024-01-24,868
10173,7020,2024-01-27,1841
10174,4231,2024-02-27,649
10175,9807,2024-02-29,1825
10176,5377,2024-03-12,702
10177,2263,2024-03-15,1583
10178,7575,2024-01-02,1455
10179,1038,2024-02-18,327
10180,6733,2024-02-29,1019
10181,6832,2024-01-24,356
10182,4365,2024-01-05,330
10183,9298,2024-03-14,552
10184,8081,2024-03-03,1264
10185,3105,2024-02-03,1024
10186,3614,2024-02-13,1106
10187,8658,2024-03-23,450
10188,8680,2024-02-23,1365
10189,2627,2024-01-01,457
10190,9583,2024-02-13,1154
10191,6960,2024-03-19,1181
10192,8383,2024-03-19,1087
10193,7972,2024-01-12,1249
10194,28,2024-03-09,1023
10195,4232,2024-03-13,744
10196,1265,2024-02-15,855
10197,6178,2024-03-18,1911
10198,9218,2024-03-04,521
10199,1213,2024-02-17,1369
10200,349,2024-01-18,1535
10201,4334,2024-01-30,638
10202,2186,2024-02-08,1503
10203,8087,2024-03-03,825
10204,2895,2024-02-10,753
10205,1682,2024-02-09,1119
10206,1478,2024-03-29,1986
10207,107,2024-01-21,345
10208,1158,2024-01-17,1940
10209,512,2024-03-11,791
10210,6316,2024-01-31,751
10211,2065,2024-02-10,1385
10212,8040,2024-02-29,802
10213,8199,2024-01-28,1305
10214,3437,2024-02-27,1440
10215,1311,2024-01-06,1592
10216,8907,2024-03-25,1765
10217,9293,2024-01-23,1419
10218,1777,2024-02-16,755
10219,7974,2024-02-18,465
10220,1268,2024-03-13,1493
10221,7875,2024-02-14,1017
10222,9597,2024-03-26,903
10223,1038,2024-01-23,1055
10224,7049,2024-03-21,1785
10225,5429,2024-01-16,277
10226,3485,2024-01-30,1064
10227,3966,2024-02-26,1029
10228,7414,2024-02-09,1379
10229,8180,2024-03-22,1403
10230,5984,2024-02-14,507
10231,9144,2024-02-18,611
10232,1503,2024-01-21,825
10233,3026,2024-02-21,1269
10234,5183,2024-03-07,457
10235,1958,2024-01-05,1133
10236,3067,2024-03-13,1462
10237,5485,2024-03-17,523
10238,982,2024-03-11,426
10239,9458,2024-03-09,1960
10240,9946,2024-01-22,526
10241,5431,2024-03-07,1838
10242,113,2024-01-27,1018
10243,1986,2024-03-11,1583
10244,3494,2024-02-20,1345
10245,1706,2024-01-08,213
10246,6093,2024-02-21,873
10247,2907,2024-03-05,1527
10248,7736,2024-02-03,267
10249,7597,2024-01-17,1150
10250,4676,2024-03-02,1446
10251,9240,2024-03-29,452
10252,4610,2024-02-13,688
10253,7057,2024-03-02,1785
10254,2754,2024-01-26,1556
10255,9637,2024-01-10,274
10256,330,2024-03-01,1533
10257,3089,2024-01-13,326
10258,4807,2024-01-01,874
10259,2954,2024-01-08,715
10260,8220,2024-03-26,1095
10261,4194,2024-03-27,1795
10262,9553,2024-01-20,1242
10263,4193,2024-02-04,934
10264,325,2024-01-24,1912
10265,8115,2024-03-06,314
10266,3138,2024-01-04,1123
10267,9589,2024-02-18,1341
10268,5647,2024-03-28,279
10269,4008,2024-02-24,599
10270,3486,2024-01-29,1513
10271,1322,2024-01-21,415
10272,4744,2024-03-29,1788
10273,8952,2024-03-19,372
10274,3406,2024-01-16,1279
10275,5273,2024-03-12,807
10276,1608,2024-02-25,1535
10277,5075,2024-02-04,539
10278,1152,2024-03-25,1228
10279,4379,2024-02-19,1085
10280,6262,2024-03-11,1289
10281,7445,2024-02-02,534
10282,9587,2024-02-05,1680
10283,1072,2024-01-13,1297
10284,8643,2024-02-01,1955
10285,898,2024-02-08,1535
10286,8274,2024-02-10,673
10287,5436,2024-02-09,848
10288,5831,2024-03-19,320
10289,2812,2024-01-24,796
10290,1885,2024-01-25,1028
10291,5801,2024-03-03,1240
10292,6896,2024-02-01,395
10293,7174,2024-02-22,949
10294,9309,2024-02-18,1614
10295,3686,2024-01-26,491
10296,5357,2024-01-14,1204
10297,9639,2024-03-19,789
10298,2262,2024-01-07,1114
10299,8792,2024-01-17,1701
10300,2923,2024-01-17,1828
10301,3284,2024-03-11,408
10302,6114,2024-03-08,785
10303,472,2024-02-14,787
10304,8752,2024-03-15,1810
10305,3237,2024-02-11,1216
10306,2530,2024-02-21,1657
10307,1422,2024-01-26,855
10308,9709,2024-02-29,1495
10309,5922,2024-03-07,1423
10310,9679,2024-03-24,1357
10311,907,2024-02-26,862
10312,4800,2024-02-08,1323
10313,7857,2024-03-18,294
10314,88,2024-03-23,600
10315,8765,2024-03-13,1937
10316,4143,2024-02-03,369
10317,8509,2024-02-25,1156
10318,1450,2024-03-16,1771
10319,8620,2024-01-18,1115
10320,7872,2024-01-15,360
10321,296,2024-01-13,579
10322,6279,2024-02-10,1642
10323,290,2024-01-09,926
10324,1170,2024-01-23,204
10325,8624,2024-01-07,296
10326,9175,2024-03-26,1228
10327,4319,2024-01-07,1644
10328,9204,2024-01-16,1416
10329,9584,2024-03-09,1174
10330,9120,2024-01-10,1709
10331,6052,2024-03-14,847
10332,9443,2024-02-05,358
10333,5793,2024-02-12,560
10334,4906,2024-03-15,645
10335,600,2024-01-02,779
10336,6974,2024-01-21,1679
10337,7871,2024-02-10,1780
10338,5112,2024-01-07,769
10339,3082,2024-03-06,1508
10340,4869,2024-03-26,1958
10341,6785,2024-02-11,660
10342,7836,2024-03-03,1624
10343,4518,2024-01-24,286
10344,9168,2024-01-11,674
10345,8147,2024-03-27,1926
10346,2238,2024-03-12,1972
10347,9142,2024-02-09,883
10348,4006,2024-03-15,580
10349,949,2024-02-22,1286
10350,1695,2024-02-22,241
10351,6283,2024-03-08,1929
10352,4582,2024-01-16,1667
10353,5847,2024-03-14,1667
10354,8464,2024-01-03,779
10355,6373,2024-03-17,200
10356,1991,2024-02-11,1047
10357,4393,2024-02-28,1217
10358,9813,2024-02-17,456
10359,3673,2024-01-21,1559
10360,8117,2024-01-22,1070
10361,6241,2024-03-03,627
10362,8381,2024-02-09,220
10363,2621,2024-03-21,733
10364,7598,2024-03-21,704
10365,9377,2024-01-21,1081
10366,2794,2024-02-10,989
10367,2986,2024-03-04,545
10368,33,2024-03-25,394
10369,2678,2024-02-16,976
10370,818,2024-01-04,477
10371,9853,2024-02-18,1003
10372,4724,2024-02-08,590
10373,1211,2024-01-18,999
10374,5481,2024-02-28,1035
10375,149,2024-02-23,1480
10376,2996,2024-01-21,449
10377,3668,2024-03-17,882
10378,9246,2024-03-17,1867
10379,4780,2024-01-30,1012
10380,7644,2024-01-22,1463
10381,7042,2024-03-04,704
10382,28,2024-02-26,962
10383,1174,2024-01-29,1309
10384,9261,2024-02-28,643
10385,1745,2024-01-26,493
10386,9054,2024-01-27,1559
10387,9141,2024-03-12,1202
10388,474,2024-01-17,1841
10389,7967,2024-01-07,1557
10390,2259,2024-01-27,695
10391,6611,2024-02-28,1562
10392,4280,2024-01-15,1626
10393,8074,2024-01-21,1690
10394,688,2024-03-06,1294
10395,420,2024-02-04,1713
10396,6105,2024-03-28,440
10397,9271,2024-02-20,1112
10398,2564,2024-01-24,1514
10399,7467,2024-03-22,697
10400,3544,2024-03-14,722
10401,8163,2024-01-18,1799
10402,4907,2024-03-08,1246
10403,9505,2024-02-03,1813
10404,4696,2024-02-09,825
10405,278,2024-03-13,1162
10406,3918,2024-02-19,1953
10407,3817,2024-01-26,253
10408,5038,2024-02-21,1293
10409,9939,2024-01-28,1519
10410,2452,2024-01-15,1429
10411,25,2024-02-13,1204
10412,61,2024-02-19,1693
10413,5159,2024-02-12,400
10414,7865,2024-03-28,1998
10415,7661,2024-02-04,601
10416,3401,2024-01-25,284
10417,5320,2024-02-03,515
10418,8432,2024-01-26,1041
10419,8331,2024-03-18,540
10420,304,2024-01-05,642
10421,5244,2024-01-24,1763
10422,3757,2024-03-30,1746
10423,482,2024-03-27,1390
10424,1635,2024-02-13,1307
10425,7024,2024-01-22,433
10426,2481,2024-02-16,1588
10427,3152,2024-01-30,831
10428,6346,2024-01-23,1967
10429,7839,2024-03-26,569
10430,1609,2024-03-22,976
10431,4436,2024-01-22,1436
10432,4170,2024-01-09,1050
10433,9954,2024-02-29,889
10434,1693,2024-03-11,1040
10435,5996,2024-02-17,519
10436,6990,2024-01-25,579
10437,4791,2024-01-25,1963
10438,1032,2024-02-17,531
10439,6000,2024-01-21,1416
10440,6578,2024-01-28,943
10441,4898,2024-02-29,1414
10442,3311,2024-01-03,491
10443,995,2024-02-05,589
10444,4732,2024-02-23,686
10445,4768,2024-03-12,304
10446,2155,2024-02-18,1970
10447,8536,2024-01-25,248
10448,2004,2024-02-12,1680
10449,3616,2024-03-13,1502
10450,3673,2024-03-13,738
10451,7357,2024-02-03,951
10452,3755,2024-02-09,904
10453,7847,2024-03-20,434
10454,9328,2024-02-05,334
10455,578,2024-01-19,219
10456,3177,2024-03-21,1928
10457,8946,2024-02-21,940
10458,747,2024-03-19,745
10459,1021,2024-03-29,1174
10460,7094,2024-01-28,1956
10461,1893,2024-01-19,1732
10462,3094,2024-03-22,822
10463,6445,2024-02-12,1141
10464,2,2024-02-10,1848
10465,8463,2024-02-08,1596
10466,5106,2024-03-12,1917
10467,9609,2024-03-03,498
10468,5381,2024-01-12,800
10469,3033,2024-03-28,1518
10470,9619,2024-01-26,431
10471,5443,2024-01-26,1010
10472,7680,2024-03-23,1548
10473,5538,2024-01-07,1970
10474,6757,2024-02-08,243
10475,7945,2024-03-30,816
10476,5079,2024-01-23,663
10477,2911,2024-02-05,1269
10478,6074,2024-01-14,220
10479,3944,2024-03-30,1861
10480,7792,2024-01-11,1205
10481,6624,2024-01-19,646
10482,8150,2024-01-30,1579
10483,4320,2024-02-28,968
10484,4554,2024-02-03,985
10485,5724,2024-03-05,1354
10486,611,2024-02-28,1678
10487,6237,2024-02-25,1803
10488,1734,2024-02-07,1688
10489,3895,2024-02-21,257
10490,5180,2024-01-01,1043
10491,4560,2024-01-31,1392
10492,6307,2024-03-30,1878
10493,8252,2024-01-13,1898
10494,8998,2024-02-11,1374
10495,9485,2024-01-02,1337
10496,6492,2024-02-11,839
10497,8334,2024-02-27,692
10498,2248,2024-02-05,1491
10499,6549,2024-02-10,1862
10500,3540,2024-03-09,1505
10501,9388,2024-02-03,1772
10502,1754,2024-03-24,841
10503,6883,2024-02-16,1156
10504,1655,2024-02-13,212
10505,4042,2024-02-08,1471
10506,8966,2024-02-27,424
10507,8109,2024-03-09,589
10508,1239,2024-03-04,1056
10509,8042,2024-01-19,1436
10510,787,2024-02-08,927
10511,5447,2024-02-27,1957
10512,1987,2024-03-20,902
10513,9071,2024-03-14,1360
10514,9800,2024-01-29,1158
10515,8263,2024-01-17,910
10516,8954,2024-02-23,558
10517,8811,2024-02-08,715
10518,4433,2024-01-10,233
10519,6809,2024-01-25,247
10520,1269,2024-02-26,1984
10521,373,2024-03-06,1390
10522,4381,2024-01-03,1343
10523,56,2024-02-28,1783
10524,8411,2024-02-08,1675
10525,5031,2024-01-09,1512
10526,9823,2024-01-17,639
10527,5172,2024-02-16,418
10528,8507,2024-01-03,1179
10529,69,2024-01-17,245
10530,2748,2024-03-01,1653
10531,7272,2024-02-26,1213
10532,3856,2024-03-17,1665
10533,1188,2024-03-08,820
10534,2424,2024-03-08,1935
10535,8773,2024-03-21,1862
10536,977,2024-03-26,791
10537,3044,2024-03-16,1938
10538,9630,2024-01-26,719
10539,2928,2024-02-24,989
10540,6277,2024-01-13,968
10541,4291,2024-03-16,1216
10542,9024,2024-03-21,359
10543,4327,2024-03-20,640
10544,8940,2024-03-23,1648
10545,8946,2024-03-09,277
10546,2809,2024-01-21,1440
10547,1420,2024-01-15,217
10548,2842,2024-02-12,1511
10549,7261,2024-02-23,366
10550,60,2024-02-18,257
10551,1579,2024-01-30,1395
10552,5325,2024-03-04,282
10553,520,2024-02-06,1557
10554,5715,2024-02-12,696
10555,4764,2024-02-14,737
10556,3653,2024-03-05,1216
10557,5141,2024-01-13,291
10558,2197,2024-02-23,860
10559,9437,2024-02-11,1616
10560,3868,2024-02-11,267
10561,2647,2024-02-10,1074
10562,4769,2024-02-20,1865
10563,8760,2024-02-28,873
10564,6098,2024-02-23,782
10565,7613,2024-02-21,1989
10566,9318,2024-03-13,758
10567,8456,2024-03-22,299
10568,8465,2024-02-03,1270
10569,4413,2024-03-08,1727
10570,5653,2024-03-17,768
10571,7073,2024-01-05,420
10572,4652,2024-03-11,445
10573,6992,2024-03-14,1326
10574,2793,2024-01-07,1976
10575,4976,2024-03-23,532
10576,576,2024-03-07,1307
10577,6979,2024-01-14,1823
10578,572,2024-02-11,244
10579,4643,2024-03-16,1834
10580,5320,2024-03-08,1844
10581,6062,2024-01-04,392
10582,2530,2024-03-30,1281
10583,7109,2024-02-16,1097
10584,499,2024-03-29,773
10585,3315,2024-03-01,1481
10586,6975,2024-03-21,977
10587,3160,2024-03-21,1624
10588,1769,2024-02-02,1241
10589,8551,2024-01-30,1621
10590,6976,2024-01-01,1184
10591,8748,2024-02-23,854
10592,6665,2024-03-24,464
10593,7484,2024-02-26,1281
10594,1364,2024-01-05,1023
10595,6186,2024-03-05,282
10596,7547,2024-01-03,1818
10597,1825,2024-03-22,769
10598,3572,2024-01-04,1190
10599,4954,2024-02-06,1264
10600,589,2024-02-26,438
10601,8366,2024-01-30,874
10602,8451,2024-03-07,1403
10603,7625,2024-02-27,1307
10604,186,2024-01-18,220
10605,4542,2024-02-05,229
10606,7809,2024-02-11,1000
10607,8009,2024-02-29,756
10608,5910,2024-03-06,586
10609,2734,2024-03-25,1404
10610,1168,2024-03-14,249
10611,5956,2024-01-07,244
10612,2721,2024-01-12,1694
10613,5913,2024-01-18,504
10614,1747,2024-03-03,1735
10615,6385,2024-02-16,1851
10616,8326,2024-02-15,1415
10617,4937,2024-01-14,531
10618,1784,2024-03-09,1942
10619,5831,2024-01-13,1765
10620,1121,2024-02-20,1466
10621,108,2024-01-30,1711
10622,6295,2024-03-09,1229
10623,1489,2024-03-10,1137
10624,2374,2024-03-30,1058
10625,6991,2024-03-04,1943
10626,2034,2024-01-31,1321
10627,9892,2024-01-14,974
10628,4940,2024-03-19,1262
10629,202,2024-03-22,1232
10630,9391,2024-03-27,610
10631,9460,2024-02-20,1429
10632,3478,2024-02-04,929
10633,8335,2024-03-05,569
10634,2075,2024-03-26,1177
10635,1572,2024-02-09,1262
10636,2160,2024-01-01,803
10637,1330,2024-03-13,1016
10638,3614,2024-03-02,1817
10639,6028,2024-02-23,598
10640,7127,2024-02-16,459
10641,6421,2024-02-15,436
10642,3438,2024-02-21,304
10643,5582,2024-03-05,1608
10644,5759,2024-03-05,1351
10645,6289,2024-02-29,883
10646,886,2024-02-06,1693
10647,554,2024-03-29,1370
10648,8336,2024-02-07,1185
10649,9482,2024-03-14,372
10650,8668,2024-01-26,205
10651,8114,2024-02-27,725
10652,7417,2024-01-28,1276
10653,6975,2024-03-09,583
10654,2622,2024-02-19,619
10655,4781,2024-02-24,544
10656,2166,2024-03-10,1879
10657,8075,2024-03-22,1853
10658,893,2024-02-18,851
10659,6467,2024-03-01,271
10660,5091,2024-01-23,631
10661,4241,2024-01-05,1996
10662,412,2024-03-11,446
10663,86,2024-03-11,1798
10664,6086,2024-02-17,1578
10665,9666,2024-01-14,1869
10666,1207,2024-02-26,534
10667,9697,2024-02-07,477
10668,8070,2024-03-27,1600
10669,2457,2024-01-28,1651
10670,8663,2024-03-10,1071
10671,8864,2024-01-22,1095
10672,1473,2024-03-17,878
10673,4754,2024-01-14,1054
10674,7257,2024-02-28,953
10675,910,2024-01-25,798
10676,761,2024-03-10,814
10677,2561,2024-02-13,1840
10678,7707,2024-02-20,1500
10679,2217,2024-03-03,892
10680,6346,2024-01-02,717
10681,179,2024-03-24,1474
10682,9594,2024-01-14,321
10683,1829,2024-02-10,1407
10684,1234,2024-02-09,584
10685,9990,2024-01-22,1535
10686,3245,2024-01-04,879
10687,1592,2024-03-11,1696
10688,7856,2024-02-11,1592
10689,2128,2024-03-05,823
10690,5566,2024-03-21,1525
10691,4489,2024-01-10,436
10692,8907,2024-02-03,1681
10693,7051,2024-01-06,792
10694,1575,2024-02-09,624
10695,1958,2024-03-20,872
10696,2571,2024-03-18,1345
10697,3888,2024-03-13,1347
10698,1546,2024-03-25,402
10699,5503,2024-01-13,1959
10700,2257,2024-03-09,414
10701,2782,2024-01-06,1285
10702,5820,2024-03-25,1498
10703,2065,2024-02-21,1572
10704,9838,2024-02-13,1318
10705,4091,2024-01-22,1298
10706,6659,2024-03-20,1137
10707,5634,2024-02-18,1473
10708,1395,2024-01-06,1081
10709,5962,2024-01-09,333
10710,9327,2024-02-06,1220
10711,8272,2024-01-31,1713
10712,5174,2024-03-03,525
10713,8938,2024-01-27,400
10714,4315,2024-03-15,1567
10715,3709,2024-03-12,1860
10716,3009,2024-02-28,1781
10717,7217,2024-01-07,1788
10718,6444,2024-03-02,1135
10719,2739,2024-02-18,811
10720,4070,2024-01-03,1055
10721,2574,2024-03-02,1591
10722,126,2024-02-12,1950
10723,4232,2024-03-11,712
10724,813,2024-02-17,1856
10725,5550,2024-02-17,855
10726,4888,2024-03-27,533
10727,5685,2024-03-06,1099
10728,7005,2024-03-30,1402
10729,7047,2024-01-02,556
10730,8216,2024-03-07,1326
10731,6835,2024-03-24,1332
10732,4125,2024-01-14,481
10733,2656,2024-02-01,1577
10734,5132,2024-02-03,671
10735,8809,2024-02-11,986
10736,3880,2024-02-11,668
10737,7466,2024-02-21,779
10738,554,2024-01-19,869
10739,150,2024-03-10,1637
10740,1936,2024-02-18,1715
10741,9609,2024-01-20,1976
10742,9714,2024-02-22,1621
10743,6750,2024-02-28,542
10744,1502,2024-03-28,1244
10745,9015,2024-02-14,1773
10746,6210,2024-03-29,1116
10747,7269,2024-03-02,1879
10748,885,2024-03-19,1732
10749,9473,2024-03-30,978
10750,2626,2024-03-16,776
10751,4386,2024-01-30,1752
10752,3975,2024-02-13,947
10753,4678,2024-02-12,254
10754,4134,2024-03-26,1082
10755,4492,2024-02-01,1472
10756,553,2024-02-13,1033
10757,5836,2024-01-31,1748
10758,7733,2024-03-11,1180
10759,7327,2024-02-25,985
10760,2571,2024-02-14,691
10761,3738,2024-03-28,895
10762,2780,2024-01-26,538
10763,1977,2024-02-05,1316
10764,9640,2024-01-23,773
10765,6173,2024-02-14,547
10766,9450,2024-03-29,1212
10767,8504,2024-01-29,241
10768,4084,2024-01-20,620
10769,1930,2024-02-15,778
10770,1978,2024-01-10,1627
10771,6026,2024-03-17,516
10772,621,2024-02-29,1673
10773,975,2024-03-05,745
10774,2543,2024-01-19,1099
10775,3434,2024-01-06,1851
10776,7385,2024-02-14,522
10777,1092,2024-03-15,881
10778,1675,2024-01-26,1657
10779,9801,2024-03-14,788
10780,9410,2024-02-11,1950
10781,8922,2024-03-01,1571
10782,5885,2024-02-24,1626
10783,7174,2024-03-01,977
10784,7766,2024-02-09,1651
10785,692,2024-01-05,1646
10786,745,2024-03-13,204
10787,8820,2024-01-15,1663
10788,6067,2024-03-08,459
10789,5576,2024-03-29,1863
10790,7344,2024-01-11,461
10791,536,2024-03-02,1206
10792,2052,2024-03-08,1818
10793,4404,2024-01-06,1647
10794,6142,2024-01-10,883
10795,7183,2024-03-06,1599
10796,7876,2024-03-20,1665
10797,1927,2024-02-01,372
10798,2874,2024-03-14,590
10799,2485,2024-03-03,1474
10800,6323,2024-02-29,958
10801,6778,2024-01-06,658
10802,4558,2024-02-01,393
10803,1274,2024-03-27,274
10804,9018,2024-01-03,1409
10805,9018,2024-03-11,1203
10806,8019,2024-03-28,1875
10807,7637,2024-02-27,1829
10808,7289,2024-02-07,1336
10809,110,2024-01-15,845
10810,7733,2024-02-25,986
10811,1528,2024-03-11,1006
10812,8639,2024-03-26,562
10813,5959,2024-03-13,1938
10814,8769,2024-03-22,803
10815,6307,2024-03-09,414
10816,1377,2024-01-31,330
10817,9419,2024-02-16,960
10818,6305,2024-03-21,347
10819,3297,2024-02-24,653
10820,5899,2024-03-17,1281
10821,9141,2024-01-07,1679
10822,6715,2024-02-10,584
10823,7658,2024-01-17,1920
10824,7692,2024-03-05,560
10825,2591,2024-02-15,1062
10826,694,2024-02-27,696
10827,5294,2024-03-18,932
10828,3429,2024-03-22,1147
10829,4398,2024-03-03,1899
10830,9162,2024-01-15,550
10831,8295,2024-01-31,1093
10832,5172,2024-02-13,406
10833,55,2024-03-02,1526
10834,4032,2024-03-24,275
10835,7796,2024-02-14,1532
10836,9611,2024-03-10,1832
10837,9895,2024-01-09,1020
10838,2577,2024-03-06,1527
10839,8848,2024-03-24,680
10840,2221,2024-02-07,252
10841,5124,2024-02-13,382
10842,7343,2024-03-06,205
10843,1880,2024-01-28,640
10844,5508,2024-03-03,1146
10845,8263,2024-03-17,1306
10846,9260,2024-03-25,1348
10847,1038,2024-01-24,1571
10848,3184,2024-01-09,1279
10849,8677,2024-03-05,309
10850,6122,2024-03-14,1317
10851,5715,2024-01-16,1479
10852,3626,2024-03-08,1231
10853,4229,2024-02-06,1319
10854,2099,2024-02-01,1397
10855,6667,2024-01-10,1599
10856,3838,2024-01-20,550
10857,7117,2024-03-25,1715
10858,2350,2024-03-12,644
10859,6587,2024-03-11,1651
10860,4945,2024-03-17,1146
10861,949,2024-01-13,1384
10862,8347,2024-02-04,1341
10863,8988,2024-03-30,885
10864,3647,2024-03-10,1977
10865,7995,2024-02-14,1060
10866,6297,2024-02-12,881
10867,7591,2024-02-01,1342
10868,7768,2024-01-17,784
10869,4474,2024-03-13,1221
10870,4339,2024-01-01,1361
10871,9758,2024-02-14,1266
10872,7257,2024-02-23,727
10873,2911,2024-03-04,790
10874,2091,2024-03-07,1396
10875,3992,2024-03-24,330
10876,6799,2024-02-29,472
10877,8768,2024-03-02,1063
10878,1684,2024-01-23,1562
10879,8554,2024-03-29,660
10880,2723,2024-02-01,1654
10881,7699,2024-01-13,1696
10882,188,2024-03-28,238
10883,1788,2024-01-24,1765
10884,5405,2024-01-21,1478
10885,1042,2024-01-29,1817
10886,5890,2024-01-25,1205
10887,2551,2024-01-05,564
10888,7910,2024-03-09,701
10889,5352,2024-02-25,1159
10890,709,2024-02-08,1507
10891,9293,2024-01-02,864
10892,1714,2024-01-28,1081
10893,3710,2024-02-01,1463
10894,6762,2024-01-08,1211
10895,6763,2024-02-20,1407
10896,8811,2024-03-16,480
10897,256,2024-02-19,799
10898,5004,2024-02-25,440
10899,9833,2024-01-16,1508
10900,8721,2024-03-02,634
10901,5776,2024-03-23,545
10902,5525,2024-02-06,1705
10903,6655,2024-02-10,1815
